team_id,team_title,team_country_id,team_country_name,team_noc,result_id,position,total_time,start_num,prog_id,event_id,event_title,team_order,athlete_id,athlete_title,athlete_gender
126847,Team I Norway,236,Norway,NOR,1063416,12,01:31:19,16,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,1,96040,Vetle Bergsvik Thorn,male
126847,Team I Norway,236,Norway,NOR,1063416,12,01:31:19,16,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,2,47631,Lotte Miller,female
126847,Team I Norway,236,Norway,NOR,1063416,12,01:31:19,16,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,3,127536,Sebastian Wernersen,male
126847,Team I Norway,236,Norway,NOR,1063416,12,01:31:19,16,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,4,94515,Solveig Løvseth,female
126781,Team I Mexico,219,Mexico,MEX,1063417,13,01:31:56,17,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,1,6186,Irving Perez,male
126781,Team I Mexico,219,Mexico,MEX,1063417,13,01:31:56,17,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,2,73426,Lizeth Rueda Santos,female
126781,Team I Mexico,219,Mexico,MEX,1063417,13,01:31:56,17,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,3,12773,Rodrigo Gonzalez Lopez,male
126781,Team I Mexico,219,Mexico,MEX,1063417,13,01:31:56,17,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,4,132421,Anahi Alvarez Corral,female
126807,Team I Netherlands,230,Netherlands,NED,1063418,14,01:31:57,9,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,1,135049,Mitch Kolkman,male
126807,Team I Netherlands,230,Netherlands,NED,1063418,14,01:31:57,9,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,2,22170,Rachel Klamer,female
126807,Team I Netherlands,230,Netherlands,NED,1063418,14,01:31:57,9,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,3,16392,Richard Murray,male
126807,Team I Netherlands,230,Netherlands,NED,1063418,14,01:31:57,9,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,4,123462,Barbara De Koning,female
126799,Team I Belgium,119,Belgium,BEL,1063420,DNS,DNS,7,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,1,39974,Jelle Geens,male
126799,Team I Belgium,119,Belgium,BEL,1063420,DNS,DNS,7,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,2,94265,Valerie Barthelemy,female
126799,Team I Belgium,119,Belgium,BEL,1063420,DNS,DNS,7,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,3,40311,Marten Van Riel,male
126799,Team I Belgium,119,Belgium,BEL,1063420,DNS,DNS,7,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,4,83091,Hanne De Vet,female
126777,Team I Japan,192,Japan,JPN,1063421,DSQ,DSQ,15,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,1,98547,Takumi Hojo,male
126777,Team I Japan,192,Japan,JPN,1063421,DSQ,DSQ,15,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,2,18592,Yuka Sato,female
126777,Team I Japan,192,Japan,JPN,1063421,DSQ,DSQ,15,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,3,39264,Kenji Nener,male
126777,Team I Japan,192,Japan,JPN,1063421,DSQ,DSQ,15,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,4,84982,Hiraku Fukuoka,female
126775,Team I Brazil,127,Brazil,BRA,1063419,DNF,,18,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,1,69143,Manoel Messias,male
126775,Team I Brazil,127,Brazil,BRA,1063419,DNF,,18,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,2,81882,Vittoria Lopes,female
126775,Team I Brazil,127,Brazil,BRA,1063419,DNF,,18,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,3,125038,Antonio Bravo Neto,male
126775,Team I Brazil,127,Brazil,BRA,1063419,DNF,,18,547005,159913,2022 World Triathlon Sprint and Relay Championships Montreal,4,125061,Djenyfer Arnold,female
126779,Team I Great Britain,292,Great Britain,GBR,1064347,1,01:20:50,2,546860,163476,2022 World Triathlon Championship Series Hamburg,1,98137,Barclay Izzard,male
