Rank,Name,Gender,YOB,Country,IOQR,MOQR,2022 World Triathlon Championship Series Hamburg,2022 World Triathlon Championship Series Leeds,2022 World Triathlon Sprint and Relay Championships Montreal,2023 Americas Triathlon Cup and South American Championships Lima,2023 World Triathlon Championship Series Sunderland,2023 World Triathlon Mixed Relay Series Paris,2023 World Triathlon Sprint and Relay Championships Hamburg,2024 World Triathlon Mixed Relay Olympic Qualification Event Huatulco
80,Emma Jackson,Women,1991,AUS,1720.89,0,,,,,,,,
81,Kira Hedgeland,Women,1998,AUS,1683.93,0,,,,,,,,
82,Yifan Yang,Women,2000,CHN,1645.6435,0,,,,,,,,
83,Brea Roderick,Women,2002,NZL,1614.35,1183.827641,,,,,791.453125,392.3745159,,
84,Niina Kishimoto,Women,1995,JPN,1600.21,310.5460368,,,,,,310.5460368,,
85,Maria Tomé,Women,2001,POR,1583.16,2909.703096,0,579.4181954,579.4181954,,626.3980491,732.0941406,392.3745159,
86,Romana Gajdošová,Women,1994,SVK,1522.98,0,,,,,,,,
87,Sarika Nakayama,Women,2000,JPN,1519.36,362.9464272,,362.9464272,,,,,,
88,Anahi Alvarez Corral,Women,2001,MEX,1426.901,392.3745159,,0,392.3745159,,,,,
89,Eva Goodisson,Women,1998,NZL,1414.33,0,,,,,,,,
90,Vicky Van Der Merwe,Women,1989,RSA,1403.1145,335.7254452,,,,,335.7254452,,,0
91,Ivana Kuriackova,Women,1994,SVK,1381.23,0,,,,,,,,
92,Sofia Rodriguez Moreno,Women,2001,MEX,1346.18,0,,,,,,,,
93,Charlotte Derbyshire,Women,2001,AUS,1320.7645,0,,,,,,,,
94,Ellie Hoitink,Women,2000,AUS,1316.163,0,,,,,,,,
95,Tanja Neubert,Women,2000,GER,1306.597,0,,,,,,,,
96,Amelie Kretz,Women,1993,CAN,1298.58,0,,,,,,,,
97,Hiraku Fukuoka,Women,1994,JPN,1296.64,0,,,0,,,,,
98,Mercedes Romero Orozco,Women,2002,MEX,1291.11,1079.644635,,,,,310.5460368,,227.3489339,541.7496641
99,Vicky Holland,Women,1986,GBR,1268.99,0,,,,,,,,
100,Cecilia Perez,Women,1991,MEX,1229.74,0,,,,,,,,
101,Ekaterina Shabalina,Women,1998,KAZ,1186.308,0,,,,,,,,
102,Zsófia Kovács,Women,1988,HUN,1183.4,0,,,,,,,,
103,Costanza Arpinelli,Women,2000,ITA,1183,0,,,,,,,,
104,Sophie Alden,Women,1998,GBR,1134.3,0,,,,,,,,
105,Olivia Thornbury,Women,1998,NZL,1133.721,424.1886658,,424.1886658,,,,,,
106,Márta Kropkó,Women,2003,HUN,1133.5,1647.237781,,335.7254452,,,,579.4181954,732.0941406,
107,Angelica Prestia,Women,2002,ITA,1101.39,0,,,,,,,,
108,Lea Coninx,Women,1998,FRA,1097.12,0,,,,,,,,
109,Cecilia Sayuri Ramirez Alavez,Women,2000,MEX,1094.45,0,,,,,,,,
110,Therese Feuersinger,Women,1998,AUT,1015.73,0,,,,,,,,
111,Sara Guerrero Manso,Women,1997,ESP,1006.29,633.1625,,,,,,,,633.1625
112,Barbara De Koning,Women,2002,NED,995.8,1780.133507,,,362.9464272,,,677.1870801,,740
113,Eva Daniels,Women,2001,LUX,987.03,581.5080765,,,,,,245.7826313,335.7254452,
114,Nora Gmür,Women,2001,SUI,976.2,677.1870801,,0,677.1870801,,,,,
115,Luisa Iogna-Prat,Women,1995,ITA,962.39,0,,,,,,,,
116,Alissa Konig,Women,1996,SUI,921.56,0,,,,,,,,
116,Hollie Elliott,Women,1999,GBR,921.56,0,,,,,,,,
118,Simone Ackermann,Women,1990,RSA,914.51,0,,,,,,,,
119,Sophia Howell,Women,2002,CAN,865.6,0,,,,,,,,0
120,Natalia Casas,Women,1996,MEX,864.78,0,,,,,,,,
121,Romina Biagioli,Women,1989,ARG,847.64,427.8125,,,,427.8125,,,,
122,Lotte Miller,Women,1996,NOR,839.66,3828.374457,,626.3980491,424.1886658,,855.625,495.7646934,626.3980491,800
123,Richelle Hill,Women,2002,AUS,824.83,0,,,,,,,,
124,Jolanda Annen,Women,1992,SUI,816,0,,,,,,,,
125,Bailee Brown,Women,2000,HKG,794.65,0,,,,,,,,
126,Tanja Stroschneider,Women,1990,AUT,772.01,287.255084,,,,,,287.255084,,
127,Karolina Helga Horváth,Women,2002,HUN,726.28,1857.451774,677.1870801,,,,495.7646934,,,684.5
128,Sara Vilic,Women,1992,AUT,704.12,0,,0,,,,,,
129,Tara Sosinski,Women,2003,AUS,668.263,0,,,,,,,,
130,Kahina Mebarki,Women,1987,ALG,656.294,0,,,,,,,,
131,Hye Rim Jeong,Women,1999,KOR,651.887,0,,,,,,,,
132,Non Stanford,Women,1989,GBR,650,0,,,,,,,,
133,Sarah-Jane Walker,Women,1995,RSA,623.67,0,,,,,,,,
134,Hannah Newman,Women,2000,RSA,620.905,265.7109527,,,,,,265.7109527,,
135,Sarah McClure,Women,2001,NZL,605.63,0,,,,,,,,
136,Jessica Fullagar,Women,2000,GBR,598.6,925,,,,,925,,,
137,Carlotta Missaglia,Women,1999,ITA,598.5,535.9618307,,,535.9618307,,,,,
138,Diana Castillo,Women,1993,COL,596.75,0,,,,,,,,
139,Chloe Bateup,Women,2003,AUS,594.19,0,,,,,,,,
140,Chi Wen Chang,Women,1998,TPE,588.75,0,,,,,,,,
141,Moira Miranda,Women,1998,ARG,588.11,427.8125,,,,427.8125,,,,
142,Anne Holm,Women,1999,DEN,585.63,2548.54531,535.9618307,392.3745159,626.3980491,,392.3745159,335.7254452,265.7109527,
143,Edda Hannesdottir,Women,1994,ISL,575.28,0,,,,,,,,
144,Miyu Sakai,Women,1999,JPN,564.57,579.4181954,579.4181954,,,,,,,
145,Beatrice Mallozzi,Women,2000,ITA,553.09,0,,,,,,,,
146,Amber Schlebusch,Women,2001,RSA,540.84,310.5460368,,,,,,,310.5460368,
147,Raquel Solis Guerrero,Women,1998,CRC,521.29,0,,,,,,,,
148,Lauren Kerwick,Women,1999,AUS,516.2,0,,,,,,,,
149,Jessica Ewart-Mctigue,Women,2001,AUS,514.03,0,,,,,,,,
150,Rosa Elena Martinez Melchor,Women,1995,VEN,500.34,0,,,,,,,,
151,Macarena Salazar,Women,1995,CHI,500.12,0,,,,0,,,,
152,Desirae Ridenour,Women,1999,CAN,490.93,0,,,,,,0,,0
153,Jule Behrens,Women,2003,GER,489.32,0,,,,,,,,
154,Emma Jeffcoat,Women,1994,AUS,469.63,0,,,,,,,,
155,Hanne De Vet,Women,1998,BEL,459.03,424.1886658,424.1886658,,0,,,,,
156,Anja Weber,Women,2001,SUI,455.14,0,,,,,,,,
157,Wen Wei,Women,1999,CHN,438.25,0,,,,,,,,
158,Tamara Gorman,Women,1996,USA,420.36,0,,,,,,,,
159,Bridget Theunissen,Women,2001,RSA,416.4645,0,,,,,,,,0
160,Huiwen Jia,Women,2002,CHN,407.1995,0,,,,,,,,
161,Dominga Elena Jacome Espinoza,Women,2005,CHI,405.95,462.5,,,,462.5,,,,
162,Salome De Barthez De Marmorieres,Women,1997,TAH,405,0,,,,,,,,
163,Minori Ikeno,Women,1997,JPN,397.87,287.255084,,,,,287.255084,,0,
164,Kaidi Kivioja,Women,1993,EST,368.43,0,,,,,,,,
165,Maidi Susset,Women,2006,TAH,359.64,0,,,,,,,,
166,Basmla Elsalamoney,Women,1999,EGY,355.201,0,,,,,,,,
167,Yan Yin Hilda Choi,Women,1994,HKG,350.43,0,,,,,,,,
168,Natalia Castro Santos,Women,2002,ESP,342.66,0,,,,,,,,
169,Olivia Cummings,Women,2002,NZL,337.02,0,,,,,,,,
170,Gyeongmin Park,Women,2002,KOR,331.41,0,,,,,,,,
171,Leslie Amat Alvarez,Women,1992,CUB,324.36,0,,,,,,,,
172,Siyi Zhang,Women,2005,CHN,322.31,0,,,,,,,,
173,Sharon Spimi,Women,1997,ITA,321.16,0,,,,,,,,
174,Céline Hirzel,Women,1981,NCL,318.803,0,,,,,,,,
175,Ji Yeon Kim,Women,1990,KOR,316.81,0,,,,,,,,
176,Gyuri Kim,Women,1998,KOR,311.28,0,,,,,,,,
177,Hannah Knighton,Women,2000,NZL,300.34,0,,,,,,,,
178,Manon Brasseur,Women,,NCL,282.073,0,,,,,,,,
179,Noémi Sárszegi,Women,1996,HUN,279.87,335.7254452,,335.7254452,,,,,,
180,Marcela Alvarez Solis,Women,2003,MEX,279.55,0,,,,,,,,
181,Aleisha Wesley,Women,1999,AUS,270.6,0,,,,,,,,
182,Raven Alcoseba,Women,2002,PHI,262.23,0,,,,,,,,
183,María Casals Mojica,Women,2002,ESP,260.36,943.7085368,,310.5460368,,,,,,633.1625
184,Gayeon Park,Women,2003,KOR,260.16,0,,,,,,,,
185,Jessica Romero Tinoco,Women,1998,MEX,252.08,0,,,,,,,,
186,Matilda Offord,Women,1999,AUS,251.35,0,,,,,,,,
187,Ana Maria Valentina Torres Gomez,Women,2001,MEX,240.68,0,,,,,,,,
188,Tjasa Vrtacic,Women,2000,SLO,236.38,0,,,,,,,,
189,Rani Skrabanja,Women,1998,NED,219.33,424.1886658,,,,,,,424.1886658,
190,Xinying Yu,Women,2002,CHN,216.15,0,,,,,,,,
190,Charlotte Hall,Women,2003,HKG,216.15,0,,,,,,,,
192,Zoe Clarke,Women,2002,AUS,214.17,0,,,,,,,,
193,Catalina Salazar,Women,1997,CHI,205.25,462.5,,,,462.5,,,,
194,Iona Miller,Women,1999,GBR,204.42,0,,,,,,,,
195,Jimena Renata De La Peña Schott,Women,2006,MEX,195.23,0,,,,,,,,
196,Magdalena Sudak,Women,2000,POL,189.33,0,,,,,,,,
197,Hannah Howell,Women,2001,NZL,188.19,0,,,,,,,,
198,Meiyi Lu,Women,2002,CHN,182.97,0,,,,,,,,
199,Andrea Hansen,Women,1982,NZL,179.06,1156.282806,732.0941406,424.1886658,,,,,,
200,Luisa Daniela Baca Vargas,Women,2001,MEX,176.62,541.7496641,,,,,,,,541.7496641
201,Sophia Green,Women,2000,GBR,175.52,0,,,,,,,,
202,Arina Shulgina,Women,1991,KAZ,175.26,0,,,,,,,,
203,Alina Khakimova,Women,1997,UZB,171.08,0,,,,,,,,
204,Madalena Amaral Almeida,Women,1998,POR,165.51,0,,,,,,,,
205,Annabel Morton,Women,2000,GBR,154.02,0,,,,,,,,
206,Sofía Aguayo Mauri,Women,1997,ESP,145.18,0,,,,,,,,
207,Siyu Wang,Women,2000,CHN,143.63,0,,,,,,,,
208,Paola Diaz,Women,1992,MEX,134.44,0,,,,,,,,
209,Sian Munks,Women,1999,AUS,127.13,0,,,,,,,,
210,Elizabeth Carr,Women,1995,IRL,122.89,0,,,,,,,,
211,Daniela Moya Chamorro,Women,2002,CHI,117.25,0,,,,0,,,,
212,Margot Garabedian,Women,1996,CAM,116.67,0,,,,,,,,
213,Sara Perez Sala,Women,1988,ESP,110.54,458.5823414,,,458.5823414,,,,,
214,Adriana Barraza,Women,1993,MEX,109.11,0,,,,,,,,
215,Isla Watson,Women,2005,AUS,108.78,0,,,,,,,,
216,Estelle Perriard,Women,1995,SUI,108.25,0,,,,,,,,
217,Giovanna Lacerda,Women,2002,BRA,106.4,0,,,,,,,,
217,Maïra Carreau,Women,2003,CAN,106.4,0,,,,,,,,
219,Robin Dreijling,Women,2002,NED,105.64,0,,,,,,,,
220,Vanesa De La Torre,Women,1995,MEX,105.15,0,,,,,,,,
221,Julia Bröcker,Women,2003,GER,104.01,0,,,,,,,,
222,Stine Dale,Women,1998,NOR,97.99,0,,,,,,,,
223,Chisato Nakajima,Women,2003,JPN,93.16,0,,,,,,,,
224,Margareta Bicanova,Women,2001,SVK,91.2,0,,,,,,,,
225,Xinyi Xu,Women,2002,CHN,89.97,0,,,,,,,,
226,Niuska Figueredo Bringa,Women,2001,CUB,86.27,0,,,,,,,,
227,Sara Roel,Women,1996,MEX,83.22,0,,,,,,,,
228,Marit Van Den Berg,Women,2001,NED,81.09,0,,,,,,,,
229,Maryna Kyryk,Women,1997,UKR,80.75,0,,,,,,,,
230,Rebecca Beti,Women,2002,SUI,79.03,0,,,,,,,,
231,Anqi Huang,Women,2001,CHN,78.86,0,,,,,,,,
232,Anja Krueger,Women,2003,CAN,77.89,0,,,,,,,,
233,Aviv Levi,Women,2003,ISR,73.22,0,,,,,,,,
234,Claudia Rivas,Women,1989,MEX,72.95,0,,,,,,,,
235,Michaela Sterbova,Women,1999,CZE,69.77,0,,,,,,,,
236,Marion Kim Mangrobang,Women,1991,PHI,69.3,0,,,,,,,,
237,Issy Morris,Women,1999,GBR,68.5,0,,,,,,,,
238,Zoe Adam,Women,2005,PUR,68.28,0,,,,,,,,
239,Sofiya Pryyma,Women,1998,UKR,68.19,0,,,,,,,,
240,Paula Jara,Women,1997,ECU,67.16,500,,,,500,,,,0
241,Leana Bissig,Women,1999,SUI,65.87,0,,,,,,,,
242,Kamille Larocque,Women,2000,CAN,57.03,0,,,,,,,,
243,Józefina Młynarska,Women,2003,POL,55.54,0,,,,,,,,
244,Quinty Schoens,Women,1999,NED,53.4,0,,,,,,,,
245,Nataliia Kolesova,Women,2001,CAN,52.75,0,,,,,,,,
246,Alzbeta Hruskova,Women,2000,CZE,52.42,0,,,,,,,,
247,Manami Hayashi,Women,2004,JPN,52.13,0,,,,,,,,
248,Erin McConnell,Women,2000,IRL,51.37,0,,,,,,,,
249,Iratxe Arenal Arribas,Women,2001,ESP,49.4,0,,,,,,,,
249,Hye Rang Kim,Women,2000,KOR,49.4,0,,,,,,,,
251,Julia Maria Alcala Rosales,Women,2001,HON,48.79,0,,,,,,,,
252,Alexandrine Coursol,Women,2001,CAN,45.69,0,,,,,,,,
253,Annie Kelly,Women,1994,USA,42.47,0,,,,,,,,
254,Laura Holánszky,Women,2002,HUN,39.03,0,,,,,,,,
255,Daisy Davies,Women,2002,GBR,37.61,0,,,,,,,,
256,Heidi Juránková,Women,2002,CZE,36.71,0,,,,,,,,
257,Candice Denizot,Women,2002,FRA,36.16,0,,,,,,,,
258,Emma Varga,Women,1997,SWE,34.61,310.5460368,310.5460368,0,,,,,,
259,Madisen Lavin,Women,2000,USA,33.45,0,,,,,,,,
260,Manami Iijima,Women,1992,GUM,30.94,0,,,,,,,,
261,Kotomi Anzai,Women,2004,JPN,28.62,0,,,,,,,,
262,Himeka Sato,Women,2001,JPN,24.49,0,,,,,,,,
262,Paula Del Pozo Borrachero,Women,2002,ESP,24.49,0,,,,,,,,
264,Katrien Maes,Women,1993,BEL,24.45,0,,,,,,,,
265,Gabrielle Lemes,Women,2002,BRA,22.65,0,,,,,,,,
266,Katharina Möller,Women,2001,GER,21.79,0,,,,,,,,
267,Kira Gupta-Baltazar,Women,2002,CAN,19.38,0,,,,,,,,
268,Hagar Cohen Kalif,Women,2000,ISR,13.1,0,,,,,,,,
